
id,hash_columns_change,property,occupancyDate,physicalRooms,roomsSold,roomRevenue,roomArrivals,roomDepartures,totalRevenue,cancelledRooms,foodRevenue,noShowRooms,ooRooms,osRooms,otherRevenue,availableRooms,business_datetime,scd_valid_from,scd_valid_to
0uIX+88T1cT0/BDFqZ+Q4w==,4+dZTsmSfLE4U2scqlNiog==,SAND01CN,2025-06-18,1134,2,285.087719298246,0,0,285.087719298246,0,0,0,0,0,0,1132,2025-02-05 07:55:36,2025-02-05 07:55:36,
6ZhDxlY5xd5bMnstod6pFw==,lEEYYbSMbSConVbXUQ1Oig==,SAND01CN,2024-05-18,397,11,1044.6052631578959,0,3,1087.573684210528,1,42.968421052632,13,0,0,-2.1316282072803006e-14,386,2025-01-31 09:39:52,2025-01-31 09:39:52,
C2pyBIvQ4aI+nizqlTz+fw==,abR0gLj7+ZepCrFekMuKVw==,SAND01CN,2023-07-01,300,4,970.909090909091,2,1,1493.6453670833989,0,496.929824561405,6,0,1,25.806451612902919,295,2025-01-31 09:39:52,2025-01-31 09:39:52,
IQwY7yqnDyAiB5VueIS5fA==,tTexB6Qi6jq77t6NmcCj4A==,SAND01CN,2023-06-14,300,24,3455.8636363636369,6,2,3656.59934660699,0,199.12280701754702,3,2,0,1.6129032258059439,274,2025-01-31 09:39:52,2025-01-31 09:39:52,
NLNvDYsnpTUY/iw5SJ2qfg==,9dsz9s+2Ri8StLDE9AG7MA==,SAND01CN,2023-07-03,300,4,895.909090909091,0,0,1071.0307660647231,0,153.508771929826,1,0,1,21.612903225806036,295,2025-01-31 09:39:52,2025-01-31 09:39:52,
NyLo5XN8L7a3pMIVSxsG7w==,C/wCAhs24f93mLQ4AayWUA==,SAND01CN,2023-09-15,303,10,1529.924999999999,7,1,1639.5741228070181,12,109.64912280701901,1,0,0,-4.9737991503207013e-14,293,2025-01-31 09:39:52,2025-01-31 09:39:52,
SvHS8NeHdruVj3UxBKfF9g==,FVJzLXQhTpz/MXf8G0+Zog==,SAND01CN,2023-08-24,300,2,150,1,1,280.49018199704597,1,73.520181997046,18,0,0,56.97,298,2025-01-31 09:39:52,2025-01-31 09:39:52,
ZmCRxA01jvEzi8+nXQV4wQ==,KHWoqQ58u/h66CNbhpbLrw==,SAND01CN,2024-12-15,602,3,396.701754385964,0,2,397.50820599886697,1,0,2,0,0,0.80645161290300038,599,2025-01-31 09:39:52,2025-01-31 09:39:52,
gW/ITvfj1rY48pFM8CSrLQ==,LqFOphf08AtfiX0d1zzZCA==,SAND01CN,2024-08-15,398,4,571.263157894737,0,7,571.263157894737,5,0,58,1,0,0,393,2025-01-31 09:39:52,2025-01-31 09:39:52,
mkvv8yPgaIcPisiwpnCN7Q==,ZTWfrdr7rpLbZKs1Ivu0dA==,SAND01CN,2025-12-09,705,13501,89583.333333333343,0,0,89583.333333333343,0,0,0,0,0,0,-12796,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
mkvv8yPgaIcPisiwpnCN7Q==,XWWthDiEPa6CSz+L5b/mhA==,SAND01CN,2025-12-09,1105,13501,89583.333333333343,0,0,89583.333333333343,0,0,0,0,0,0,-12396,2025-02-01 06:09:30,2025-02-01 06:09:30,2025-02-03 13:47:38
mkvv8yPgaIcPisiwpnCN7Q==,fHHdWnfBpnGtmHE9uURXOw==,SAND01CN,2025-12-09,1133,13501,89583.333333333343,0,0,89583.333333333343,0,0,0,0,0,0,-12368,2025-02-03 13:47:38,2025-02-03 13:47:38,2025-02-05 07:55:36
mkvv8yPgaIcPisiwpnCN7Q==,71Rc8JZk6PGaA8VVpsn8Fg==,SAND01CN,2025-12-09,1134,13501,89583.333333333343,0,0,89583.333333333343,0,0,0,0,0,0,-12367,2025-02-05 07:55:36,2025-02-05 07:55:36,
q/PON1AjE7fTQsrBvAodUQ==,G9mGSVvZw4WJOvXSdycvIQ==,SAND01CN,2024-03-26,397,16,4525.1127272727308,21,15,5252.9022009569435,2,127.789473684212,61,2,0,600,379,2025-01-31 09:39:52,2025-01-31 09:39:52,
sq+hlyuKwml9RATZ8dePDQ==,WR0F3c8FEj4yPH0GDFH04w==,SAND01CN,2025-03-17,705,8,872.774210526316,1,0,872.774210526316,0,0,0,0,0,0,697,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
sq+hlyuKwml9RATZ8dePDQ==,hp/7zsZtDdpqSH8X4LxPCQ==,SAND01CN,2025-03-17,1105,8,872.774210526316,1,0,872.774210526316,0,0,0,0,0,0,1097,2025-02-01 06:09:30,2025-02-01 06:09:30,2025-02-03 13:47:38
sq+hlyuKwml9RATZ8dePDQ==,IoVRvp/rfJm9q/mDYqL7tw==,SAND01CN,2025-03-17,1133,8,872.774210526316,1,0,872.774210526316,0,0,0,0,0,0,1125,2025-02-03 13:47:38,2025-02-03 13:47:38,2025-02-05 07:55:36
sq+hlyuKwml9RATZ8dePDQ==,dhmSGzNiBcStuqrKtIsc3Q==,SAND01CN,2025-03-17,1134,9,982.546937799043,2,2,982.546937799043,1,0,0,0,0,0,1125,2025-02-05 07:55:36,2025-02-05 07:55:36,
uN8qZnQG2vrxmGskscornA==,jZlBueUc9yyAeem7wqw9zw==,SAND01CN,2025-06-07,705,2,285.087719298246,0,0,285.087719298246,0,0,0,0,0,0,703,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
uN8qZnQG2vrxmGskscornA==,9EaKcf7HNVBjyybA58Wy3g==,SAND01CN,2025-06-07,1105,2,285.087719298246,0,0,285.087719298246,0,0,0,0,0,0,1103,2025-02-01 06:09:30,2025-02-01 06:09:30,2025-02-03 13:47:38
uN8qZnQG2vrxmGskscornA==,M0m3GHTDf4NN+wmrEnHdOw==,SAND01CN,2025-06-07,1133,2,285.087719298246,0,0,285.087719298246,0,0,0,0,0,0,1131,2025-02-03 13:47:38,2025-02-03 13:47:38,2025-02-05 07:55:36
uN8qZnQG2vrxmGskscornA==,4+dZTsmSfLE4U2scqlNiog==,SAND01CN,2025-06-07,1134,2,285.087719298246,0,0,285.087719298246,0,0,0,0,0,0,1132,2025-02-05 07:55:36,2025-02-05 07:55:36,
uzLaJ8KlRvjcGGm50FJhAg==,hixtKWoIEK6yW6N7ojuOOQ==,SAND01CN,2023-07-13,300,4,395,1,4,416.052631578947,0,21.052631578947,4,0,1,0,295,2025-01-31 09:39:52,2025-01-31 09:39:52,
x9CmZ8VYN4p6QPcp1D6l1g==,7qoFoQagxAhAqCheqBBAdA==,SAND01CN,2022-10-10,300,169,25223.9,0,32,28886.180701754471,0,3662.2807017544683,0,0,0,9.0949470177292824e-13,131,2025-01-31 09:39:52,2025-01-31 09:39:52,
zxdjPiJ/9Kjz0AK0u2UUuw==,UWMHG/DPXGIxJQ/iWsCLdw==,SAND01CN,2025-03-15,705,7,1152.631578947369,2,2,1152.631578947369,1,0,0,0,0,0,698,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
zxdjPiJ/9Kjz0AK0u2UUuw==,yTDBk/gz5XI49tb9l42ANg==,SAND01CN,2025-03-15,1105,7,1152.631578947369,2,2,1152.631578947369,1,0,0,0,0,0,1098,2025-02-01 06:09:30,2025-02-01 06:09:30,2025-02-03 13:47:38
zxdjPiJ/9Kjz0AK0u2UUuw==,t6iQSwA5xOEJwhhwWz7wSQ==,SAND01CN,2025-03-15,1133,7,1152.631578947369,2,2,1152.631578947369,1,0,0,0,0,0,1126,2025-02-03 13:47:38,2025-02-03 13:47:38,2025-02-05 07:55:36
zxdjPiJ/9Kjz0AK0u2UUuw==,H+goOUhI0HT5LdRGZN3WeQ==,SAND01CN,2025-03-15,1134,7,1152.631578947369,2,2,1152.631578947369,1,0,0,0,0,0,1127,2025-02-05 07:55:36,2025-02-05 07:55:36,
/M/Z3n72f/aw11B4LbL80w==,zVHSMVyjt1Ysq/HQ2h2DTw==,SAND01CN,2025-04-15,705,4,863.59649122807,1,0,863.59649122807,0,0,0,0,0,0,701,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
/M/Z3n72f/aw11B4LbL80w==,F/zhykQp05S4gV6U5H7jpg==,SAND01CN,2025-04-15,1105,4,863.59649122807,1,0,863.59649122807,0,0,0,0,0,0,1101,2025-02-01 06:09:30,2025-02-01 06:09:30,2025-02-03 13:47:38
/M/Z3n72f/aw11B4LbL80w==,N842Z6KnXnhLNAEu0Ul3SA==,SAND01CN,2025-04-15,1133,4,863.59649122807,1,0,863.59649122807,0,0,0,0,0,0,1129,2025-02-03 13:47:38,2025-02-03 13:47:38,2025-02-05 07:55:36
/M/Z3n72f/aw11B4LbL80w==,nuEwMRaSOHD1DSpgFAm6Sw==,SAND01CN,2025-04-15,1134,4,863.59649122807,1,0,863.59649122807,0,0,0,0,0,0,1130,2025-02-05 07:55:36,2025-02-05 07:55:36,
/7cvmRjZ0BuZTDqMDRObTA==,iJXqC11vNn/uQabCB7rv0w==,SAND01CN,2025-10-05,705,105,18821.052631578925,1,2,18864.91228070173,0,43.859649122808,0,0,0,-2.5792701308091637e-12,600,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
/7cvmRjZ0BuZTDqMDRObTA==,ORhyYWG421grRjAamFyUWQ==,SAND01CN,2025-10-05,1105,105,18821.052631578925,1,2,18864.91228070173,0,43.859649122808,0,0,0,-2.5792701308091637e-12,1000,2025-02-01 06:09:30,2025-02-01 06:09:30,2025-02-03 13:47:38
/7cvmRjZ0BuZTDqMDRObTA==,kWhcnAX381XpdXwsSd6Tiw==,SAND01CN,2025-10-05,1133,105,18821.052631578925,1,2,18864.91228070173,0,43.859649122808,0,0,0,-2.5792701308091637e-12,1028,2025-02-03 13:47:38,2025-02-03 13:47:38,2025-02-05 07:55:36
/7cvmRjZ0BuZTDqMDRObTA==,Gz3sJmZiLLNuCP/r3l4eHQ==,SAND01CN,2025-10-05,1134,105,18821.052631578925,1,2,18864.91228070173,0,43.859649122808,0,0,0,-2.5792701308091637e-12,1029,2025-02-05 07:55:36,2025-02-05 07:55:36,
CTnF3W6f+c+UmDdaCCaT7g==,57NxtHHEq5tBNxNJtKa0rw==,SAND01CN,2023-04-16,300,3,579.154545454545,0,1,644.944019138756,0,65.789473684211,0,0,0,-2.8421709430404007e-14,297,2025-01-31 09:39:52,2025-01-31 09:39:52,
Gy6PhTGZWv9dj7voUfKnPw==,pit1rjO+GdW2Bz1DA4Hycg==,SAND01CN,2024-04-25,397,17,4097.6290909090922,14,4,6914.0136070381213,2,839,34,1,0,1977.3845161290299,379,2025-01-31 09:39:52,2025-01-31 09:39:52,
KrhIGwe9gILfUO4e/Qw7QA==,KXCOsjjPxdoxXksOkKI4sw==,SAND01CN,2023-09-22,303,9,1545.8818181818181,2,4,1881.5188357256789,0,122.80701754386101,6,0,0,212.82999999999998,294,2025-01-31 09:39:52,2025-01-31 09:39:52,
N1P0bC/z/eekENsf4+V97A==,/DPH4ibpDrSQ8TptP3/yMw==,SAND01CN,2024-05-25,397,5,634.92105263158,3,3,634.92105263158,8,0,9,0,0,0,392,2025-01-31 09:39:52,2025-01-31 09:39:52,
XwcjtxnKFFxqjFa3pBc/lQ==,9QmwVmcEBisq9wDbgLW5Pg==,SAND01CN,2023-08-29,302,15,2412.6481818181819,12,12,2867.656670782535,2,342.105263157901,24,0,0,112.90322580645183,287,2025-01-31 09:39:52,2025-01-31 09:39:52,
50N2p46x2OVcnFuyGGsZ+Q==,fNAgA9VvmfbBzvjPcKc1gQ==,SAND01CN,2024-12-21,605,11,2028.043859649124,0,12,2028.043859649124,0,0,7,0,0,0,594,2025-01-31 09:39:52,2025-01-31 09:39:52,
+NzzUI6P8jejXJx1bkLxdg==,z0l90lZEu1hYLtqURl2pmA==,SAND01CN,2025-10-06,705,104,18821.052631578925,0,1,18864.91228070173,0,43.859649122808,0,0,0,-2.5792701308091637e-12,601,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
+NzzUI6P8jejXJx1bkLxdg==,mqoy0IKhUD7UdlyPo/3MTg==,SAND01CN,2025-10-06,1105,104,18821.052631578925,0,1,18864.91228070173,0,43.859649122808,0,0,0,-2.5792701308091637e-12,1001,2025-02-01 06:09:30,2025-02-01 06:09:30,2025-02-03 13:47:38
+NzzUI6P8jejXJx1bkLxdg==,uBKwqPHz2ps/lL0EJ9spxw==,SAND01CN,2025-10-06,1133,104,18821.052631578925,0,1,18864.91228070173,0,43.859649122808,0,0,0,-2.5792701308091637e-12,1029,2025-02-03 13:47:38,2025-02-03 13:47:38,2025-02-05 07:55:36
+NzzUI6P8jejXJx1bkLxdg==,AdDFLziylQmsQs4UruQmdA==,SAND01CN,2025-10-06,1134,104,18821.052631578925,0,1,18864.91228070173,0,43.859649122808,0,0,0,-2.5792701308091637e-12,1030,2025-02-05 07:55:36,2025-02-05 07:55:36,
B/FubIbdaQ1kwTIact7HKw==,OupMt8AM+DGIBlNA60Ma0Q==,SAND01CN,2023-10-15,303,4,436.36363636363603,0,0,480.223285486443,0,43.859649122807,0,0,6,-1.4210854715202004e-14,293,2025-01-31 09:39:52,2025-01-31 09:39:52,
EHwOkjwesEtOZAdoc1fykQ==,AS/iH9lFYyUxLnJWXFaobQ==,SAND01CN,2023-08-01,300,14,6891.7090909090912,34,28,6912.7617224880378,0,21.052631578947,13,1,0,-5.6843418860808015e-14,285,2025-01-31 09:39:52,2025-01-31 09:39:52,
FqMrLhNZY5UFYEk4OtB72Q==,X0+JtnRphdv7LHxTLL1RaA==,SAND01CN,2023-12-02,403,3,250,0,0,250,0,0,16,0,4,0,396,2025-01-31 09:39:52,2025-01-31 09:39:52,
KXAxe0VdnJCz/sbJnZSEag==,sI3+g1mZXaFvSkoaaqzVIQ==,SAND01CN,2024-05-15,397,11,2650.34210526316,6,3,3116.1485568760618,12,120,47,1,1,345.80645161290204,384,2025-01-31 09:39:52,2025-01-31 09:39:52,
NkBAtQaHjkgtjD1H+qxXkQ==,8tnticZAmNzfSN2sYxGb4w==,SAND01CN,2024-11-21,601,13,2237.9662838915492,6,13,5884.2097123224394,4,382.23342843089097,21,0,0,3264.0099999999998,588,2025-01-31 09:39:52,2025-01-31 09:39:52,
Oo2B/ZJSBBW6G5rUn90qaA==,Kk6BfGQrCkxkGzK5f4XeWA==,SAND01CN,2023-12-28,330,2,500,0,0,543.85964912280792,2,43.859649122808,2,1,0,-2.1316282072803006e-14,327,2025-01-31 09:39:52,2025-01-31 09:39:52,
PKRVCdluUiy5FOBF9TvGLQ==,QIQ6NAsF+2/87bOPPGKd6Q==,SAND01CN,2023-05-22,300,3,974.154545454545,1,0,1067.981402316326,0,93.82685686178101,4,0,0,3.5527136788005009e-14,297,2025-01-31 09:39:52,2025-01-31 09:39:52,
ST9LaacF/TdJnczRSWZoDw==,BRuF0pUgkBfHOniPtnF9SA==,SAND01CN,2024-07-20,397,4,805.877192982456,0,1,805.877192982456,0,0,8,0,0,0,393,2025-01-31 09:39:52,2025-01-31 09:39:52,
dIVi+E4h3hTaxp+z/fAvgw==,HfNp4kNeWuTx+Ivi+7uS9A==,SAND01CN,2023-02-05,300,1,145.063636363636,0,0,145.063636363636,0,0,0,0,0,0,299,2025-01-31 09:39:52,2025-01-31 09:39:52,
fTPkm7PQZ4pxuYqDOC3tvA==,ZTWfrdr7rpLbZKs1Ivu0dA==,SAND01CN,2025-12-22,705,13501,89583.333333333343,0,0,89583.333333333343,0,0,0,0,0,0,-12796,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
fTPkm7PQZ4pxuYqDOC3tvA==,XWWthDiEPa6CSz+L5b/mhA==,SAND01CN,2025-12-22,1105,13501,89583.333333333343,0,0,89583.333333333343,0,0,0,0,0,0,-12396,2025-02-01 06:09:30,2025-02-01 06:09:30,2025-02-03 13:47:38
fTPkm7PQZ4pxuYqDOC3tvA==,fHHdWnfBpnGtmHE9uURXOw==,SAND01CN,2025-12-22,1133,13501,89583.333333333343,0,0,89583.333333333343,0,0,0,0,0,0,-12368,2025-02-03 13:47:38,2025-02-03 13:47:38,2025-02-05 07:55:36
fTPkm7PQZ4pxuYqDOC3tvA==,71Rc8JZk6PGaA8VVpsn8Fg==,SAND01CN,2025-12-22,1134,13501,89583.333333333343,0,0,89583.333333333343,0,0,0,0,0,0,-12367,2025-02-05 07:55:36,2025-02-05 07:55:36,
gKa9pRUm1k9c8lDfgSwL2w==,oByrd/t4kORt7pBLeqsIbg==,SAND01CN,2025-11-18,705,21,3775.0398724082961,0,0,3775.0398724082961,0,0,0,0,0,0,684,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
gKa9pRUm1k9c8lDfgSwL2w==,aTWG+VFjUs7fS0McILRFFw==,SAND01CN,2025-11-18,1105,21,3775.0398724082961,0,0,3775.0398724082961,0,0,0,0,0,0,1084,2025-02-01 06:09:30,2025-02-01 06:09:30,2025-02-03 13:47:38
gKa9pRUm1k9c8lDfgSwL2w==,Kgan++Y2/+vGKXNGQbZELw==,SAND01CN,2025-11-18,1133,21,3775.0398724082961,0,0,3775.0398724082961,0,0,0,0,0,0,1112,2025-02-03 13:47:38,2025-02-03 13:47:38,2025-02-04 07:46:09
gKa9pRUm1k9c8lDfgSwL2w==,QMQyfBADh1qCKF3BOsHLow==,SAND01CN,2025-11-18,1133,24,4350.4944178628421,0,0,4350.4944178628421,0,0,0,0,0,0,1109,2025-02-04 07:46:09,2025-02-04 07:46:09,2025-02-05 07:55:36
gKa9pRUm1k9c8lDfgSwL2w==,5QhsEM7Ds4h9GfbBDhtVIQ==,SAND01CN,2025-11-18,1134,24,4350.4944178628421,0,0,4350.4944178628421,0,0,0,0,0,0,1110,2025-02-05 07:55:36,2025-02-05 07:55:36,
n2molocC1/IzSvYec2L6ZQ==,ZtxdpN252o7Y3nbEUMSJ2A==,SAND01CN,2023-09-28,303,8,889.418181818182,4,0,1152.1078309409891,0,43.859649122807,24,0,0,218.82999999999998,295,2025-01-31 09:39:52,2025-01-31 09:39:52,
ob8OTYfqcyR95QvKC8zQow==,4eK/hYoLCaXD3xJ76NDYww==,SAND01CN,2025-04-03,705,6,634.13350877193,0,6,634.13350877193,0,0,0,0,0,0,699,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
ob8OTYfqcyR95QvKC8zQow==,O94t98TPeFxOxglzE/OicA==,SAND01CN,2025-04-03,1105,6,634.13350877193,0,6,634.13350877193,0,0,0,0,0,0,1099,2025-02-01 06:09:30,2025-02-01 06:09:30,2025-02-03 13:47:38
ob8OTYfqcyR95QvKC8zQow==,hLW8lH2dzA81SnLrlKgFfw==,SAND01CN,2025-04-03,1133,6,634.13350877193,0,6,634.13350877193,0,0,0,0,0,0,1127,2025-02-03 13:47:38,2025-02-03 13:47:38,2025-02-05 07:55:36
ob8OTYfqcyR95QvKC8zQow==,0ozAlwR7XrmdSi61Ec0ylg==,SAND01CN,2025-04-03,1134,6,634.13350877193,0,6,634.13350877193,0,0,0,0,0,0,1128,2025-02-05 07:55:36,2025-02-05 07:55:36,2025-02-06 08:37:26
ob8OTYfqcyR95QvKC8zQow==,W6ryXaScMzEl3H72p9AcnA==,SAND01CN,2025-04-03,1134,6,634.13350877193,0,8,634.13350877193,0,0,0,0,0,0,1128,2025-02-06 08:37:26,2025-02-06 08:37:26,
pF55COdyqb+FEQPP0Aq7pg==,ttd+yzsGtjFhxK3o9oNbyA==,SAND01CN,2025-03-30,705,3,641.07912280701794,1,1,641.07912280701794,0,0,0,0,0,0,702,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
pF55COdyqb+FEQPP0Aq7pg==,8ydF/CsaGtqMNrjrn41O6g==,SAND01CN,2025-03-30,1105,3,641.07912280701794,1,1,641.07912280701794,0,0,0,0,0,0,1102,2025-02-01 06:09:30,2025-02-01 06:09:30,2025-02-03 13:47:38
pF55COdyqb+FEQPP0Aq7pg==,1P8MvLvGaZbTI0MSc2s0JQ==,SAND01CN,2025-03-30,1133,3,641.07912280701794,1,1,641.07912280701794,0,0,0,0,0,0,1130,2025-02-03 13:47:38,2025-02-03 13:47:38,2025-02-05 07:55:36
pF55COdyqb+FEQPP0Aq7pg==,ZeX32w6xL9SvgJxjpVTg9w==,SAND01CN,2025-03-30,1134,3,641.07912280701794,1,1,641.07912280701794,0,0,0,0,0,0,1131,2025-02-05 07:55:36,2025-02-05 07:55:36,2025-02-06 08:37:26
pF55COdyqb+FEQPP0Aq7pg==,hYKvHG6omwBqUJAlJMrApg==,SAND01CN,2025-03-30,1134,4,735.170031897927,2,1,735.170031897927,0,0,0,0,0,0,1130,2025-02-06 08:37:26,2025-02-06 08:37:26,
sAasIh4Zu12iPZn70s14Yg==,ileAuJ870WV7CcLQSBmSXA==,SAND01CN,2025-08-01,705,2,241.22807017543903,1,0,241.22807017543903,0,0,0,0,0,0,703,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
